アイテム名,URL,フレーバーテキスト
"ミケラの聖樹","https://kamikouryaku.net/eldenring/?%E3%83%9F%E3%82%B1%E3%83%A9%E3%81%AE%E8%81%96%E6%A8%B9","聖別雪原の典礼街オルディナから行くことができるレガシーダンジョン。
足場が悪くジャンプアクション的な対処を要求されるうえ、遠距離攻撃を行う一部のモブの視認範囲が非常に広く設定されているため、軽率な行動は多方向からの集中攻撃を招きやすく危険である。慎重に索敵しながら進めるか、それとも大胆に突っ切るか、ここまで攻略してきた知識や経験を総動員して活路を開きたい。"
"呼び声頭「はじめようか」","https://kamikouryaku.net/eldenring/?%E5%91%BC%E3%81%B3%E5%A3%B0%E9%A0%AD%E3%80%8C%E3%81%AF%E3%81%98%E3%82%81%E3%82%88%E3%81%86%E3%81%8B%E3%80%8D","人頭に似せて作られた歪な土細工
「はじめようか」と声を発する
それは、声と言葉に永遠を託す
郷愁の呪物である"
"貴き者たちの英雄墓","https://kamikouryaku.net/eldenring/?%E8%B2%B4%E3%81%8D%E8%80%85%E3%81%9F%E3%81%A1%E3%81%AE%E8%8B%B1%E9%9B%84%E5%A2%93","墓守闘士がいた部屋のアイテム回収を後回しにして再び戻ろうとすると、倒したはずの王族の幽鬼が再び出現するという驚かし要素がある。
苦手なら墓守闘士の攻撃をかわしながら回収しておこう。"
"呼び声頭「貴方は美しいわ」","https://kamikouryaku.net/eldenring/?%E5%91%BC%E3%81%B3%E5%A3%B0%E9%A0%AD%E3%80%8C%E8%B2%B4%E6%96%B9%E3%81%AF%E7%BE%8E%E3%81%97%E3%81%84%E3%82%8F%E3%80%8D","亜人頭に似せて作られた歪な土細工
「貴方は美しいわ」と声を発する
それは、声と言葉に永遠を託す
郷愁の呪物である
無償の愛。無条件の肯定
それはきっと、母の言葉であろう"
"隠者の村","https://kamikouryaku.net/eldenring/?%E9%9A%A0%E8%80%85%E3%81%AE%E6%9D%91","（フレーバーテキストなし）"
"呼び声頭「嘆き」","https://kamikouryaku.net/eldenring/?%E5%91%BC%E3%81%B3%E5%A3%B0%E9%A0%AD%E3%80%8C%E5%98%86%E3%81%8D%E3%80%8D","人頭に似せて作られた歪な土細工
幸せな、嘆き声を発する
その声は、脳みそに浸み込んでくる
シクリ、シクリ、シクリ、シクリ"
"嘆きの牢獄","https://kamikouryaku.net/eldenring/?%E5%98%86%E3%81%8D%E3%81%AE%E7%89%A2%E7%8D%84","影の地の牢獄系ダンジョンのひとつ。
例によって壺とその中身との闘いになるが、ここのテーマである「嘆き」に沿った攻撃をしてくるのが特徴。
対象を中心とした範囲攻撃であるため距離を取って遠距離から攻めるか、戦技「祈りの一撃」か「血の徴収」で回復しながら攻めるのが効果的。"
"岩の心臓","https://kamikouryaku.net/eldenring/?%E5%B2%A9%E3%81%AE%E5%BF%83%E8%87%93","竜餐の古い原型とされる心臓
裸で使用し、人の身を古竜となす
死ぬ時まで、姿が戻ることはなく
古竜の身で使用すると
一時的に、竜餐の祈祷を強化する
人の身で、最後に眺めた景色は
夕焼けの中で、だが全てが色褪せ
永遠とはほど遠いものだった"
"絵画","https://kamikouryaku.net/eldenring/?%E7%B5%B5%E7%94%BB#kyouti","放浪の画家の作品のひとつ
「○○」と題された絵画の記憶
その画家は、死して消えゆく者たちの
最期の景色を描くという
今でも、その絵が描かれた場所にいけば
画家の霊と、最期の名残が見出せよう"
"巫女の心臓","https://kamikouryaku.net/eldenring/?%E5%B7%AB%E5%A5%B3%E3%81%AE%E5%BF%83%E8%87%93","竜餐の巫女の岩の心臓
裸で使用し、人の身を古竜となす
死ぬ時まで、姿が戻ることはなく
古竜の身で使用すると
一時的に、王都古竜信仰の祈祷を強化する
かつて、彼女は古竜であった
凶なる竜ベールを討つ、ただそのために
自らを捧げ、弱き姿を受け容れたのだ"
"嘆き人の仮面","https://kamikouryaku.net/eldenring/?%E5%98%86%E3%81%8D%E4%BA%BA%E3%81%AE%E4%BB%AE%E9%9D%A2","幸せな嘆きを象った石仮面
裸で使用し、被った者を嘆き人に変態させる
死ぬ時まで、姿が戻ることはなく
嘆き人として使用すると、頭部を巨大化する
それは、楽園の人のあり様であるが
塔の人々はそれを拒絶し、隠蔽した
愚かにも、幸せを恐怖したのだ"
"v643604c","https://kamikouryaku.net/eldenring/?%E9%81%93%E5%85%B7#v643604c","（フレーバーテキストなし）"
"純血騎士褒章","https://kamikouryaku.net/eldenring/?%E7%B4%94%E8%A1%80%E9%A8%8E%E5%A3%AB%E8%A4%92%E7%AB%A0","血の君主の築かんとする新しい王朝
モーグウィンの栄誉ある騎士の証
使用することで、モーグとの謁見が叶うが
今はまだその時ではない
モーグはまだ、神と共に閨にいる
待つが良い。王朝の開闢を"
"白面のヴァレー","https://kamikouryaku.net/eldenring/?%E7%99%BD%E9%9D%A2%E3%81%AE%E3%83%B4%E3%82%A1%E3%83%AC%E3%83%BC","ホストを撃破できなくても3回侵入すれば条件を満たせるので、「爛れた血指」が足りなくなってイベントを進められなくなる、ということはない。"
"ミケラの針","https://kamikouryaku.net/eldenring/?%E3%83%9F%E3%82%B1%E3%83%A9%E3%81%AE%E9%87%9D","外なる神の干渉を退けるため
ミケラが紡ぎあげた無垢金の針のひとつ
狂い火を受領していても、それを鎮め
狂い火の王となる運命を回避できる
ただし、この針は未だ未完成であり
ファルム・アズラにあるという
時の狭間、嵐の中心でしか使用できない
Ver.1.00のテキスト
Ver.1.00のテキスト
外なる神の干渉を退けるため
ミケラが紡ぎあげた無垢金の針のひとつ
狂い火を受領していれば
それを鎮めることができる
最後の時、狂い火の王たるを望まぬなら
この針を己が瞳に刺すがよい"
"ミリセント","https://kamikouryaku.net/eldenring/?%E3%83%9F%E3%83%AA%E3%82%BB%E3%83%B3%E3%83%88","また、ミリセントの最終イベントで、ミリセントの敵対サインを調べて侵入したときも戦闘になる。
このときは、ミリセントの姉妹たちの一人である「長姉メアリー」との共闘となる。"
"祝福の瞳膜","https://kamikouryaku.net/eldenring/?%E7%A5%9D%E7%A6%8F%E3%81%AE%E7%9E%B3%E8%86%9C","黄金樹の祈祷が施された瞳膜
瞳に付けることで、祝福の光を仮初に与える
また、使用により装備した大ルーンの恩恵をもたらす
影の地で、黄金の司祭たちが
信徒の不安を取り除くために用いた
欺瞞であり、故に効果的であった"
"影の城、教区","https://kamikouryaku.net/eldenring/?%E5%BD%B1%E3%81%AE%E5%9F%8E%E3%80%81%E6%95%99%E5%8C%BA","梁を南南西方向に進み屋根に乗った後、2ヶ所の大穴から下のアーチ状の梁に向かって飛び降りるのだが、北側の穴から飛び降りるほうが事故は少ないように思う。
飛び降りた先のアーチ状の梁から南西の足場に空いている大きな穴が進行方向で、北西のアーチ状の梁の先にはアイテムがある。"
"種の保管庫","https://kamikouryaku.net/eldenring/?%E7%A8%AE%E3%81%AE%E4%BF%9D%E7%AE%A1%E5%BA%AB","影の城の昇降機に乗ると祝福「保管庫一階」がある。
Ver.1.12.4時点では祝福「保管庫一階」から東方向の奥まった「ルーンの弧」の東南東区画に入り込むと挟まって抜けなくなるというバグがあるので、不用意に近付かないようにする。"
"暗闇の瞳膜","https://kamikouryaku.net/eldenring/?%E6%9A%97%E9%97%87%E3%81%AE%E7%9E%B3%E8%86%9C","闇のように暗い瞳膜
瞳に付けることで、あらゆる光を奪う
また、使用により装備した大ルーンの恩恵をもたらすが
すべてのルーンを失ってしまう
影の地で、黄金樹の司祭たちが
信徒の恐怖を掻き立てるために用いた
欺瞞であり、故に効果的であった"
"ティエリエの秘薬","https://kamikouryaku.net/eldenring/?%E3%83%86%E3%82%A3%E3%82%A8%E3%83%AA%E3%82%A8%E3%81%AE%E7%A7%98%E8%96%AC","ティエリエの作った黒い秘薬
古い竜をすら眠らせると称する
濃縮された眠りの毒薬であり
尋常な人が口にすれば、即死する
彼は、トリーナの眠りを思いこれを作ったが
黒い眠りには、何もなかった
蜜の甘さも。微睡の優しさも"
"ティエリエ","https://kamikouryaku.net/eldenring/?%E3%83%86%E3%82%A3%E3%82%A8%E3%83%AA%E3%82%A8","「蜜を吸う」を選択すると、プレイヤーキャラクターが蜜を吸って倒れるという少々長めのモーションが再生される。
「蜜を吸う」を選択してから死ぬまでの間に地図を開いて祝福への移動を行えば、この長いモーションをスキップできる。
モーションをスキップした場合でも、蜜を吸った回数はカウントされておりイベントは進行するので、時短テクニックとして利用できる。
ただし、モーションスキップを行うと以下のようなおかしな現象が発生することから、モーションスキップは開発が想定していない挙動である可能性が高く、致命的な問題を引き起こす可能性も否定できないので、利用する場合は留意されたい。
モーションスキップした後、他の場所から祝福「深紫の花園」へ移動してくると、プレイヤーキャラクターが死亡する場合がある。
4回目以降でモーションスキップした場合、その後に死亡すると、死因によらず必ずトリーナが喋るムービーが再生される。
また、この時に再生されるムービーが無音の場合がある。"
"ka94990d","https://kamikouryaku.net/eldenring/?%E9%81%93%E5%85%B7#ka94990d","（フレーバーテキストなし）"
"黄金のルーン【1】","https://kamikouryaku.net/eldenring/?%E9%BB%84%E9%87%91%E3%81%AE%E3%83%AB%E3%83%BC%E3%83%B3%E3%80%901%E3%80%91","狭間の地の人々に宿った祝福
その黄金の名残
使用により、200ルーンを得る
ルーンは、褪せ人の成長の糧となる
指の巫女の助けがあれば…"
"黄金のルーン【2】","https://kamikouryaku.net/eldenring/?%E9%BB%84%E9%87%91%E3%81%AE%E3%83%AB%E3%83%BC%E3%83%B3%E3%80%902%E3%80%91","狭間の地の人々に宿った祝福
その黄金の名残
使用により、400ルーンを得る
ルーンは、褪せ人の成長の糧となる
指の巫女の助けがあれば…"
"黄金のルーン【3】","https://kamikouryaku.net/eldenring/?%E9%BB%84%E9%87%91%E3%81%AE%E3%83%AB%E3%83%BC%E3%83%B3%E3%80%903%E3%80%91","狭間の地の人々に宿った祝福
その黄金の名残
使用により、800ルーンを得る
ルーンは今でも、生命の力を宿している
見えるだろう。どうと聳える黄金樹が"
"黄金のルーン【4】","https://kamikouryaku.net/eldenring/?%E9%BB%84%E9%87%91%E3%81%AE%E3%83%AB%E3%83%BC%E3%83%B3%E3%80%904%E3%80%91","狭間の地の人々に宿った祝福
その黄金の名残
使用により、1200ルーンを得る
ルーンは今でも、生命の力を宿している
見えるだろう。どうと聳える黄金樹が"
"黄金のルーン【5】","https://kamikouryaku.net/eldenring/?%E9%BB%84%E9%87%91%E3%81%AE%E3%83%AB%E3%83%BC%E3%83%B3%E3%80%905%E3%80%91","狭間の地の人々に宿った祝福
その黄金の名残
使用により、1600ルーンを得る
ルーンは今でも、生命の力を宿している
見えるだろう。どうと聳える黄金樹が"
"黄金のルーン【6】","https://kamikouryaku.net/eldenring/?%E9%BB%84%E9%87%91%E3%81%AE%E3%83%AB%E3%83%BC%E3%83%B3%E3%80%906%E3%80%91","狭間の地の人々に宿った祝福
その黄金の残滓
使用により、2000ルーンを得る
黄金樹の麓に生まれた者は特別である
高原の民は、未だそう信じている"
"黄金のルーン【7】","https://kamikouryaku.net/eldenring/?%E9%BB%84%E9%87%91%E3%81%AE%E3%83%AB%E3%83%BC%E3%83%B3%E3%80%907%E3%80%91","狭間の地の人々に宿った祝福
その黄金の残滓
使用により、2500ルーンを得る
黄金樹の麓に生まれた者は特別である
高原の民は、未だそう信じている"
"黄金のルーン【8】","https://kamikouryaku.net/eldenring/?%E9%BB%84%E9%87%91%E3%81%AE%E3%83%AB%E3%83%BC%E3%83%B3%E3%80%908%E3%80%91","狭間の地の人々に宿った祝福
その黄金の残滓
使用により、3000ルーンを得る
黄金樹の麓に生まれた者は特別である
高原の民は、未だそう信じている"
"狭間の地のルーン","https://kamikouryaku.net/eldenring/?%E7%8B%AD%E9%96%93%E3%81%AE%E5%9C%B0%E3%81%AE%E3%83%AB%E3%83%BC%E3%83%B3","かつて狭間の地で
人々の瞳に宿ったという祝福
その黄金の残滓
使用により、3000ルーンを得る
褪せ人とは、祝福を瞳に宿さぬ
あるいは、宿したそれを失った人々である
※フレーバーテキストより
狭間の人々の瞳に宿る祝福。その黄金の残光
使用により多くのルーンを得る
※形見選択時の解説より"
"形見","https://kamikouryaku.net/eldenring/?%E5%BD%A2%E8%A6%8B","形見名説明
なし形見なし。過去は故郷に捨ててきた
緋琥珀のメダリオン緋色の琥珀が嵌めこまれたメダリオン。HPの最大値を上昇(6%)させる。(タリスマン)
狭間の地のルーン狭間の人々の瞳に宿る祝福。その黄金の残滓。使用により多くのルーンを得る。(3000ルーン)
黄金の種子狭間から流れ着いた黄金の種子。それは聖杯を鍛えるという。
牙鬼インプの遺灰小柄なゴーレムたちの遺灰。霊体が宿っているという。
ヒビ壺×3壊れても復元する不思議な壺(３個)。投擲壺アイテムの容器となる。
石剣の鍵×2剣を模した石の鍵(２個)。インプ像の封印を解き、壊れるという。
誘惑の枝×5敵を誘惑し魅了する、聖術の枝(５個)。デミゴッド、ミケラに由来するという。
ゆでエビ×5茹で上げられたエビの身肉(５個)。一定時間、物理カット率を高める。
シャブリリの禍人々に瞳を潰された男の、狂気の肖像。敵に狙われやすくなる。(タリスマン)"
"黄金のルーン【9】","https://kamikouryaku.net/eldenring/?%E9%BB%84%E9%87%91%E3%81%AE%E3%83%AB%E3%83%BC%E3%83%B3%E3%80%909%E3%80%91","狭間の地の人々に宿った祝福
その黄金の残滓
使用により、3800ルーンを得る
黄金樹の麓に生まれた者は特別である
高原の民は、未だそう信じている"
"黄金のルーン【10】","https://kamikouryaku.net/eldenring/?%E9%BB%84%E9%87%91%E3%81%AE%E3%83%AB%E3%83%BC%E3%83%B3%E3%80%9010%E3%80%91","狭間の地の人々に宿った祝福
その黄金の残滓
使用により、5000ルーンを得る
黄金樹の祝福は、その始まりに仕えた者たちに
より色濃くもたらされた"
"黄金のルーン【11】","https://kamikouryaku.net/eldenring/?%E9%BB%84%E9%87%91%E3%81%AE%E3%83%AB%E3%83%BC%E3%83%B3%E3%80%9011%E3%80%91","狭間の地の人々に宿った祝福
その黄金の残滓
使用により、6250ルーンを得る
黄金樹の祝福は、その始まりに仕えた者たちに
より色濃くもたらされた"
